"","ses_age","channel","Label","t"
"195",9,85,"E97",0.0330882352941176
"196",9,86,"E98",0.025735294117647
"197",9,87,"E100",0.0477941176470588
"198",9,88,"E101",0.0441176470588236
"199",9,89,"E102",0.0404411764705882
"200",9,90,"E103",0.0404411764705882
"201",9,91,"E104",0.0514705882352942
"202",9,92,"E105",0.0551470588235294
"203",9,93,"E106",0.0661764705882353
"204",9,94,"E108",0.0404411764705882
"205",9,95,"E109",0.0404411764705882
"206",9,96,"E110",0.0588235294117648
"207",9,97,"E111",0.0625
"208",9,98,"E112",0.0588235294117648
"209",9,99,"E114",0.0441176470588236
"210",9,100,"E115",0.0294117647058824
"211",9,101,"E116",0.0588235294117647
"212",9,102,"E117",0.0772058823529412
"213",9,103,"E118",0.0477941176470588
"214",9,104,"E121",0.0477941176470588
"215",9,105,"E122",0.0698529411764706
"216",9,106,"E123",0.0698529411764706
"217",9,107,"E124",0.0551470588235294
"218",9,108,"Cz",0.0183823529411765
"219",16,0,"E1",0.0284090909090909
"220",16,1,"E2",0.0397727272727273
"221",16,2,"E3",0.0511363636363637
"222",16,3,"E4",0.0511363636363636
"223",16,4,"E5",0.0227272727272727
"224",16,5,"E6",0.0284090909090909
"225",16,6,"E7",0.0227272727272727
"226",16,7,"E8",0.0454545454545455
"227",16,8,"E9",0.0625
"228",16,9,"E10",0.0568181818181818
"229",16,10,"E11",0.0170454545454545
"230",16,11,"E12",0.0113636363636364
"231",16,12,"E13",0.0340909090909091
"232",16,13,"E14",0.0681818181818182
"233",16,14,"E15",0.0681818181818181
"234",16,15,"E16",0.0454545454545455
"235",16,16,"E18",0.0284090909090909
"236",16,17,"E19",0.0284090909090909
"237",16,18,"E20",0.0340909090909091
"238",16,19,"E21",0.0170454545454545
"239",16,20,"E22",0.0227272727272726
"240",16,21,"E23",0.0284090909090909
"241",16,22,"E24",0.0227272727272727
"242",16,23,"E25",0.0113636363636364
"243",16,24,"E26",0.0511363636363636
"244",16,25,"E27",0.0568181818181818
"245",16,26,"E28",0.0227272727272727
"246",16,27,"E29",0.0340909090909091
"247",16,28,"E30",0.0397727272727273
"248",16,29,"E31",0.0284090909090909
"249",16,30,"E32",0.0454545454545455
"250",16,31,"E33",0.0511363636363636
"251",16,32,"E34",0.0397727272727273
"252",16,33,"E35",0.0454545454545455
"253",16,34,"E36",0.0511363636363636
"254",16,35,"E37",0.0568181818181818
"255",16,36,"E38",0.0397727272727273
"256",16,37,"E39",0.0340909090909091
"257",16,38,"E40",0.0397727272727273
"258",16,39,"E41",0.0397727272727273
"259",16,40,"E42",0.0284090909090909
"260",16,41,"E44",0.0227272727272727
"261",16,42,"E45",0.0170454545454545
"262",16,43,"E46",0.00568181818181816
"263",16,44,"E47",0.00568181818181817
"264",16,45,"E50",0.0113636363636364
"265",16,46,"E51",0.0170454545454545
"266",16,47,"E52",0.0454545454545455
"267",16,48,"E53",0.0625
"268",16,49,"E54",0.0227272727272727
"269",16,50,"E55",0.0454545454545455
"270",16,51,"E57",0.0397727272727273
"271",16,52,"E58",0.0568181818181819
"272",16,53,"E59",0.0397727272727273
"273",16,54,"E60",0.0511363636363637
"274",16,55,"E61",0.0625
"275",16,56,"E62",0.0397727272727273
"276",16,57,"E64",0.0568181818181819
"277",16,58,"E65",0.0397727272727273
"278",16,59,"E66",0.0511363636363637
"279",16,60,"E67",0.0795454545454545
"280",16,61,"E69",0.0738636363636364
"281",16,62,"E70",0.0568181818181818
"282",16,63,"E71",0.0397727272727273
"283",16,64,"E72",0.0454545454545455
"284",16,65,"E74",0.0852272727272727
