subject,event,event_n,channel,hemis,area,subarea,tauorg,tauimp,pernan
A1i7n,eyes_closed,24,E13,Central,Central,Cz,0.764773,0.764773,0.04587156
A1i7n,eyes_closed,24,E14,Central,Frontalpole,Fpz,0.681864178,0.681864178,0.04587156
A1i7n,eyes_closed,24,E15,Central,Frontalpole,Fpz,0.732751187,0.732751187,0.04587156
A1i7n,eyes_closed,24,E16,Central,Frontal,Fz,0.857731379,0.857731379,0.04587156
A1i7n,eyes_closed,24,E18,Central,Frontal,Fz,6.49919E-05,6.49919E-05,0.04587156
A1i7n,eyes_closed,24,E19,Central,Frontal,Fz,1.711471045,1.711471045,0.04587156
A1i7n,eyes_closed,24,E20,Left,Frontal,F3,,1.097578279,0.04587156
A1i7n,eyes_closed,24,E21,Central,Frontalpole,Fpz,0.930588502,0.930588502,0.04587156
A1i7n,eyes_closed,24,E22,Left,Frontalpole,Fp1,0.734120558,0.734120558,0.04587156
A1i7n,eyes_closed,24,E23,Left,Frontal,F3,0.647059729,0.647059729,0.04587156
A1i7n,eyes_closed,24,E24,Left,Frontal,F3,1.908015727,1.908015727,0.04587156
A1i7n,eyes_closed,24,E25,Left,Frontalpole,Fp1,1.873965548,1.873965548,0.04587156
A1i7n,eyes_closed,24,E26,Left,Frontalpole,Fp1,0.464732661,0.464732661,0.04587156
A1i7n,eyes_closed,24,E27,Left,Frontal,F3,0.737659381,0.737659381,0.04587156
A1i7n,eyes_closed,24,E28,Left,Frontal,F3,,1.097578279,0.04587156
A1i7n,eyes_closed,24,E29,Left,Central,C3,0.543487426,0.543487426,0.04587156
A1i7n,eyes_closed,24,E30,Central,Central,Cz,0.565791061,0.565791061,0.04587156
A1i7n,eyes_closed,24,E31,Central,Central,Cz,0.73238047,0.73238047,0.04587156
A1i7n,eyes_closed,24,E32,Left,Frontalpole,Fp1,0.379861788,0.379861788,0.04587156
A1i7n,eyes_closed,24,E33,Left,Frontal,F7,0.344601495,0.344601495,0.04587156
A1i7n,eyes_closed,24,E34,Left,Frontal,F7,,0.344601495,0.04587156
A1i7n,eyes_closed,24,E35,Left,Central,C3,0.433112107,0.433112107,0.04587156
A1i7n,eyes_closed,24,E36,Left,Central,C3,0.543451469,0.543451469,0.04587156
A1i7n,eyes_closed,24,E37,Central,Central,Cz,0.367664608,0.367664608,0.04587156
A1i7n,eyes_closed,24,E38,Left,Temporal,TL,0.34460632,0.34460632,0.04587156
A1i7n,eyes_closed,24,E39,Left,Temporal,TL,0.441795143,0.441795143,0.04587156
A1i7n,eyes_closed,24,E40,Left,Temporal,TL,0.415599993,0.415599993,0.04587156
A1i7n,eyes_closed,24,E41,Left,Central,C7,0.435366134,0.435366134,0.04587156
A1i7n,eyes_closed,24,E42,Left,Central,C3,0.812905194,0.812905194,0.04587156
A1i7n,eyes_closed,24,E44,Left,Temporal,TL,2.5482E-05,2.5482E-05,0.04587156
A1i7n,eyes_closed,24,E45,Left,Temporal,TL,0.257051018,0.257051018,0.04587156
A1i7n,eyes_closed,24,E46,Left,Temporal,TL,3.5735E-05,3.5735E-05,0.04587156
A1i7n,eyes_closed,24,E47,Left,Central,C7,0.349956255,0.349956255,0.04587156
A1i7n,eyes_closed,24,E50,Left,Temporal,TL,0.275328997,0.275328997,0.04587156
A1i7n,eyes_closed,24,E51,Left,Parietal,P7,0.168952887,0.168952887,0.04587156
A1i7n,eyes_closed,24,E52,Left,Parietal,P3,0.414217041,0.414217041,0.04587156
A1i7n,eyes_closed,24,E53,Left,Parietal,P3,0.212300423,0.212300423,0.04587156
A1i7n,eyes_closed,24,E54,Central,Central,Cz,0.241269992,0.241269992,0.04587156
A1i7n,eyes_closed,24,E55,Central,Central,Cz,0.377762523,0.377762523,0.04587156
A1i7n,eyes_closed,24,E57,Left,Temporal,TL,0.15671901,0.15671901,0.04587156
A1i7n,eyes_closed,24,E58,Left,Parietal,P7,0.295375044,0.295375044,0.04587156
A1i7n,eyes_closed,24,E59,Left,Parietal,P7,0.29192807,0.29192807,0.04587156
A1i7n,eyes_closed,24,E60,Left,Parietal,P3,0.170708849,0.170708849,0.04587156
A1i7n,eyes_closed,24,E61,Central,Parietal,Pz,0.248483486,0.248483486,0.04587156
A1i7n,eyes_closed,24,E62,Central,Parietal,Pz,0.596615375,0.596615375,0.04587156
A1i7n,eyes_closed,24,E64,Left,Parietal,P7,0.211956816,0.211956816,0.04587156
A1i7n,eyes_closed,24,E65,Left,Parietal,P7,0.203100679,0.203100679,0.04587156
A1i7n,eyes_closed,24,E66,Left,Occipital,O1,0.159210705,0.159210705,0.04587156
A1i7n,eyes_closed,24,E67,Central,Parietal,Pz,0.022772876,0.022772876,0.04587156
A1i7n,eyes_closed,24,E69,Left,Occipital,O1,0.168623024,0.168623024,0.04587156
A1i7n,eyes_closed,24,E70,Left,Occipital,O1,0.187159557,0.187159557,0.04587156
A1i7n,eyes_closed,24,E71,Central,Occipital,Oz,0.200469681,0.200469681,0.04587156
A1i7n,eyes_closed,24,E72,Central,Parietal,Pz,0.234813753,0.234813753,0.04587156
A1i7n,eyes_closed,24,E74,Left,Occipital,O1,0.016569368,0.016569368,0.04587156
A1i7n,eyes_closed,24,E75,Central,Occipital,Oz,0.226752574,0.226752574,0.04587156
A1i7n,eyes_closed,24,E76,Central,Occipital,Oz,0.22148323,0.22148323,0.04587156
A1i7n,eyes_closed,24,E77,Central,Parietal,Pz,0.014203155,0.014203155,0.04587156
A1i7n,eyes_closed,24,E78,Central,Parietal,Pz,0.014665981,0.014665981,0.04587156
A1i7n,eyes_closed,24,E79,Central,Central,Cz,0.226105478,0.226105478,0.04587156
A1i7n,eyes_closed,24,E80,Central,Central,Cz,0.399460105,0.399460105,0.04587156
A1i7n,eyes_closed,24,E82,Right,Occipital,O2,0.276717776,0.276717776,0.04587156
A1i7n,eyes_closed,24,E83,Right,Occipital,O2,0.298529088,0.298529088,0.04587156
A1i7n,eyes_closed,24,E84,Right,Occipital,O3,0.016275219,0.016275219,0.04587156
A1i7n,eyes_closed,24,E85,Right,Parietal,P4,0.011755866,0.011755866,0.04587156
A1i7n,eyes_closed,24,E86,Right,Parietal,P4,0.011899822,0.011899822,0.04587156
A1i7n,eyes_closed,24,E87,Central,Central,Cz,1.81883E-05,1.81883E-05,0.04587156
A1i7n,eyes_closed,24,E89,Right,Occipital,O2,0.315563718,0.315563718,0.04587156
A1i7n,eyes_closed,24,E90,Right,Parietal,P8,0.590649929,0.590649929,0.04587156
A1i7n,eyes_closed,24,E91,Right,Parietal,P8,0.013469761,0.013469761,0.04587156
A1i7n,eyes_closed,24,E92,Right,Parietal,P4,0.011283161,0.011283161,0.04587156
A1i7n,eyes_closed,24,E93,Right,Central,C4,0.014306356,0.014306356,0.04587156
A1i7n,eyes_closed,24,E95,Right,Parietal,P8,0.282357297,0.282357297,0.04587156
A1i7n,eyes_closed,24,E96,Right,Parietal,P8,1.843927927,1.843927927,0.04587156
A1i7n,eyes_closed,24,E97,Right,Parietal,P8,1.857962311,1.857962311,0.04587156
A1i7n,eyes_closed,24,E98,Right,Central,C8,1.452685381,1.452685381,0.04587156
A1i7n,eyes_closed,24,E100,Right,Temporal,TR,0.280447014,0.280447014,0.04587156
A1i7n,eyes_closed,24,E101,Right,Temporal,TR,,0.623858724,0.04587156
A1i7n,eyes_closed,24,E102,Right,Temporal,TR,1.338206078,1.338206078,0.04587156
A1i7n,eyes_closed,24,E103,Right,Central,C8,0.847500572,0.847500572,0.04587156
A1i7n,eyes_closed,24,E104,Right,Central,C4,0.356460956,0.356460956,0.04587156
A1i7n,eyes_closed,24,E105,Central,Central,Cz,0.62035114,0.62035114,0.04587156
A1i7n,eyes_closed,24,E106,Central,Central,Cz,0.417121173,0.417121173,0.04587156
A1i7n,eyes_closed,24,E108,Right,Temporal,TR,0.333776398,0.333776398,0.04587156
A1i7n,eyes_closed,24,E109,Right,Temporal,TR,1.33705E-05,1.33705E-05,0.04587156
A1i7n,eyes_closed,24,E110,Right,Central,C8,0.60737389,0.60737389,0.04587156
A1i7n,eyes_closed,24,E111,Right,Central,C4,0.218253367,0.218253367,0.04587156
A1i7n,eyes_closed,24,E112,Central,Central,Cz,0.604747606,0.604747606,0.04587156
A1i7n,eyes_closed,24,E114,Right,Temporal,TR,2.093943131,2.093943131,0.04587156
A1i7n,eyes_closed,24,E115,Right,Temporal,TR,0.174512445,0.174512445,0.04587156
A1i7n,eyes_closed,24,E116,Right,Frontal,F8,0.124810696,0.124810696,0.04587156
A1i7n,eyes_closed,24,E117,Right,Frontal,F4,0.169228039,0.169228039,0.04587156
A1i7n,eyes_closed,24,E118,Right,Frontal,F4,0.256700504,0.256700504,0.04587156
A1i7n,eyes_closed,24,E121,Right,Temporal,TR,0.146112631,0.146112631,0.04587156
A1i7n,eyes_closed,24,E122,Right,Frontal,F8,0.130787777,0.130787777,0.04587156
A1i7n,eyes_closed,24,E123,Right,Frontal,F4,0.257313037,0.257313037,0.04587156
A1i7n,eyes_closed,24,E124,Right,Frontal,F4,0.215910191,0.215910191,0.04587156
A1i7n,eyes_closed,24,Cz,Central,Central,Cz,0.291913905,0.291913905,0.04587156
A1i7n,eyes_closed,25,E1,Right,Frontalpole,Fp2,0.177933922,0.177933922,0
A1i7n,eyes_closed,25,E2,Right,Frontalpole,Fp2,0.198015321,0.198015321,0
A1i7n,eyes_closed,25,E3,Right,Frontal,F4,0.242722534,0.242722534,0
A1i7n,eyes_closed,25,E4,Central,Frontal,Fz,0.363304556,0.363304556,0
A1i7n,eyes_closed,25,E5,Central,Frontal,Fz,0.393550294,0.393550294,0
A1i7n,eyes_closed,25,E6,Central,Central,Cz,0.557028446,0.557028446,0
A1i7n,eyes_closed,25,E7,Central,Central,Cz,0.305886182,0.305886182,0
A1i7n,eyes_closed,25,E8,Right,Frontalpole,Fp2,3.58691E-05,3.58691E-05,0
A1i7n,eyes_closed,25,E9,Right,Frontalpole,Fp2,0.231384807,0.231384807,0
A1i7n,eyes_closed,25,E10,Central,Frontal,Fz,0.322338977,0.322338977,0
A1i7n,eyes_closed,25,E11,Central,Frontal,Fz,0.621709033,0.621709033,0
A1i7n,eyes_closed,25,E12,Central,Frontal,Fz,0.703671744,0.703671744,0
A1i7n,eyes_closed,25,E13,Central,Central,Cz,0.446747133,0.446747133,0
A1i7n,eyes_closed,25,E14,Central,Frontalpole,Fpz,0.24735498,0.24735498,0
A1i7n,eyes_closed,25,E15,Central,Frontalpole,Fpz,0.300865774,0.300865774,0
A1i7n,eyes_closed,25,E16,Central,Frontal,Fz,0.558290997,0.558290997,0
A1i7n,eyes_closed,25,E18,Central,Frontal,Fz,0.845365283,0.845365283,0
A1i7n,eyes_closed,25,E19,Central,Frontal,Fz,0.850298381,0.850298381,0
A1i7n,eyes_closed,25,E20,Left,Frontal,F3,0.731728298,0.731728298,0
A1i7n,eyes_closed,25,E21,Central,Frontalpole,Fpz,0.392134897,0.392134897,0
A1i7n,eyes_closed,25,E22,Left,Frontalpole,Fp1,0.368658845,0.368658845,0
A1i7n,eyes_closed,25,E23,Left,Frontal,F3,0.571068557,0.571068557,0
A1i7n,eyes_closed,25,E24,Left,Frontal,F3,0.719340021,0.719340021,0
A1i7n,eyes_closed,25,E25,Left,Frontalpole,Fp1,0.400354389,0.400354389,0
A1i7n,eyes_closed,25,E26,Left,Frontalpole,Fp1,0.365872883,0.365872883,0
A1i7n,eyes_closed,25,E27,Left,Frontal,F3,0.483227987,0.483227987,0
A1i7n,eyes_closed,25,E28,Left,Frontal,F3,0.369973567,0.369973567,0
A1i7n,eyes_closed,25,E29,Left,Central,C3,0.221605237,0.221605237,0
A1i7n,eyes_closed,25,E30,Central,Central,Cz,0.240350024,0.240350024,0
A1i7n,eyes_closed,25,E31,Central,Central,Cz,0.197355814,0.197355814,0
A1i7n,eyes_closed,25,E32,Left,Frontalpole,Fp1,0.289200494,0.289200494,0
A1i7n,eyes_closed,25,E33,Left,Frontal,F7,0.302998606,0.302998606,0
A1i7n,eyes_closed,25,E34,Left,Frontal,F7,0.23012908,0.23012908,0
A1i7n,eyes_closed,25,E35,Left,Central,C3,0.342103593,0.342103593,0
A1i7n,eyes_closed,25,E36,Left,Central,C3,0.25905004,0.25905004,0
A1i7n,eyes_closed,25,E37,Central,Central,Cz,0.543748008,0.543748008,0
A1i7n,eyes_closed,25,E38,Left,Temporal,TL,0.240735128,0.240735128,0
A1i7n,eyes_closed,25,E39,Left,Temporal,TL,0.279639531,0.279639531,0
A1i7n,eyes_closed,25,E40,Left,Temporal,TL,3.3423E-05,3.3423E-05,0
A1i7n,eyes_closed,25,E41,Left,Central,C7,0.212230152,0.212230152,0
A1i7n,eyes_closed,25,E42,Left,Central,C3,0.259235115,0.259235115,0
A1i7n,eyes_closed,25,E44,Left,Temporal,TL,0.223556647,0.223556647,0
A1i7n,eyes_closed,25,E45,Left,Temporal,TL,0.368131491,0.368131491,0
A1i7n,eyes_closed,25,E46,Left,Temporal,TL,0.259763802,0.259763802,0
A1i7n,eyes_closed,25,E47,Left,Central,C7,0.116387612,0.116387612,0
A1i7n,eyes_closed,25,E50,Left,Temporal,TL,0.203214462,0.203214462,0
A1i7n,eyes_closed,25,E51,Left,Parietal,P7,0.139136009,0.139136009,0
A1i7n,eyes_closed,25,E52,Left,Parietal,P3,0.713518393,0.713518393,0
A1i7n,eyes_closed,25,E53,Left,Parietal,P3,0.300994518,0.300994518,0
A1i7n,eyes_closed,25,E54,Central,Central,Cz,0.81738302,0.81738302,0
A1i7n,eyes_closed,25,E55,Central,Central,Cz,1.24981707,1.24981707,0
A1i7n,eyes_closed,25,E57,Left,Temporal,TL,2.53661E-05,2.53661E-05,0
A1i7n,eyes_closed,25,E58,Left,Parietal,P7,0.181473395,0.181473395,0
A1i7n,eyes_closed,25,E59,Left,Parietal,P7,0.281798473,0.281798473,0
A1i7n,eyes_closed,25,E60,Left,Parietal,P3,0.391699666,0.391699666,0
A1i7n,eyes_closed,25,E61,Central,Parietal,Pz,0.918876501,0.918876501,0
A1i7n,eyes_closed,25,E62,Central,Parietal,Pz,2.51916E-05,2.51916E-05,0
A1i7n,eyes_closed,25,E64,Left,Parietal,P7,0.238839126,0.238839126,0
A1i7n,eyes_closed,25,E65,Left,Parietal,P7,0.479239829,0.479239829,0
A1i7n,eyes_closed,25,E66,Left,Occipital,O1,0.681413593,0.681413593,0
A1i7n,eyes_closed,25,E67,Central,Parietal,Pz,0.705423809,0.705423809,0
A1i7n,eyes_closed,25,E69,Left,Occipital,O1,0.139260839,0.139260839,0
A1i7n,eyes_closed,25,E70,Left,Occipital,O1,0.168065634,0.168065634,0
A1i7n,eyes_closed,25,E71,Central,Occipital,Oz,0.310545183,0.310545183,0
A1i7n,eyes_closed,25,E72,Central,Parietal,Pz,0.550881183,0.550881183,0
A1i7n,eyes_closed,25,E74,Left,Occipital,O1,0.694543107,0.694543107,0
A1i7n,eyes_closed,25,E75,Central,Occipital,Oz,0.147486052,0.147486052,0
A1i7n,eyes_closed,25,E76,Central,Occipital,Oz,0.359586792,0.359586792,0
A1i7n,eyes_closed,25,E77,Central,Parietal,Pz,0.01814211,0.01814211,0
A1i7n,eyes_closed,25,E78,Central,Parietal,Pz,0.716641724,0.716641724,0
A1i7n,eyes_closed,25,E79,Central,Central,Cz,1.357299088,1.357299088,0
A1i7n,eyes_closed,25,E80,Central,Central,Cz,1.623013305,1.623013305,0
A1i7n,eyes_closed,25,E82,Right,Occipital,O2,0.286787544,0.286787544,0
A1i7n,eyes_closed,25,E83,Right,Occipital,O2,0.170027986,0.170027986,0
A1i7n,eyes_closed,25,E84,Right,Occipital,O3,0.014760356,0.014760356,0
A1i7n,eyes_closed,25,E85,Right,Parietal,P4,0.014286763,0.014286763,0
A1i7n,eyes_closed,25,E86,Right,Parietal,P4,0.015782421,0.015782421,0
A1i7n,eyes_closed,25,E87,Central,Central,Cz,1.015233207,1.015233207,0
A1i7n,eyes_closed,25,E89,Right,Occipital,O2,0.334931222,0.334931222,0
A1i7n,eyes_closed,25,E90,Right,Parietal,P8,0.192325836,0.192325836,0
A1i7n,eyes_closed,25,E91,Right,Parietal,P8,0.014329535,0.014329535,0
A1i7n,eyes_closed,25,E92,Right,Parietal,P4,0.012268716,0.012268716,0
A1i7n,eyes_closed,25,E93,Right,Central,C4,6.61392E-05,6.61392E-05,0
A1i7n,eyes_closed,25,E95,Right,Parietal,P8,0.171336932,0.171336932,0
A1i7n,eyes_closed,25,E96,Right,Parietal,P8,0.219457985,0.219457985,0
A1i7n,eyes_closed,25,E97,Right,Parietal,P8,0.016780706,0.016780706,0
A1i7n,eyes_closed,25,E98,Right,Central,C8,0.014065672,0.014065672,0
A1i7n,eyes_closed,25,E100,Right,Temporal,TR,4.65478E-05,4.65478E-05,0
A1i7n,eyes_closed,25,E101,Right,Temporal,TR,0.150005244,0.150005244,0
A1i7n,eyes_closed,25,E102,Right,Temporal,TR,0.181345839,0.181345839,0
A1i7n,eyes_closed,25,E103,Right,Central,C8,0.016607628,0.016607628,0
A1i7n,eyes_closed,25,E104,Right,Central,C4,0.015924412,0.015924412,0
A1i7n,eyes_closed,25,E105,Central,Central,Cz,0.143421979,0.143421979,0
A1i7n,eyes_closed,25,E106,Central,Central,Cz,0.698630565,0.698630565,0
A1i7n,eyes_closed,25,E108,Right,Temporal,TR,0.239117757,0.239117757,0
A1i7n,eyes_closed,25,E109,Right,Temporal,TR,0.140475181,0.140475181,0
A1i7n,eyes_closed,25,E110,Right,Central,C8,0.15235214,0.15235214,0
A1i7n,eyes_closed,25,E111,Right,Central,C4,0.16848805,0.16848805,0
A1i7n,eyes_closed,25,E112,Central,Central,Cz,0.382487635,0.382487635,0
A1i7n,eyes_closed,25,E114,Right,Temporal,TR,0.482039045,0.482039045,0
A1i7n,eyes_closed,25,E115,Right,Temporal,TR,3.93416E-05,3.93416E-05,0
A1i7n,eyes_closed,25,E116,Right,Frontal,F8,0.128368914,0.128368914,0
A1i7n,eyes_closed,25,E117,Right,Frontal,F4,0.159351902,0.159351902,0
A1i7n,eyes_closed,25,E118,Right,Frontal,F4,0.383244912,0.383244912,0
A1i7n,eyes_closed,25,E121,Right,Temporal,TR,0.135993775,0.135993775,0
A1i7n,eyes_closed,25,E122,Right,Frontal,F8,0.176209565,0.176209565,0
A1i7n,eyes_closed,25,E123,Right,Frontal,F4,0.218463218,0.218463218,0
A1i7n,eyes_closed,25,E124,Right,Frontal,F4,0.270663143,0.270663143,0
A1i7n,eyes_closed,25,Cz,Central,Central,Cz,0.262051839,0.262051839,0
A1i7n,2222,26,E1,Right,Frontalpole,Fp2,0.254645542,0.254645542,0.055045872
A1i7n,2222,26,E2,Right,Frontalpole,Fp2,0.116596435,0.116596435,0.055045872
A1i7n,2222,26,E3,Right,Frontal,F4,0.073190004,0.073190004,0.055045872
A1i7n,2222,26,E4,Central,Frontal,Fz,0.077871092,0.077871092,0.055045872
A1i7n,2222,26,E5,Central,Frontal,Fz,0.083995523,0.083995523,0.055045872
A1i7n,2222,26,E6,Central,Central,Cz,0.083089532,0.083089532,0.055045872
A1i7n,2222,26,E7,Central,Central,Cz,0.294651786,0.294651786,0.055045872
A1i7n,2222,26,E8,Right,Frontalpole,Fp2,0.127826313,0.127826313,0.055045872
A1i7n,2222,26,E9,Right,Frontalpole,Fp2,0.099816808,0.099816808,0.055045872
A1i7n,2222,26,E10,Central,Frontal,Fz,0.100078501,0.100078501,0.055045872
A1i7n,2222,26,E11,Central,Frontal,Fz,0.19950257,0.19950257,0.055045872
A1i7n,2222,26,E12,Central,Frontal,Fz,0.101764066,0.101764066,0.055045872
A1i7n,2222,26,E13,Central,Central,Cz,0.208756381,0.208756381,0.055045872
A1i7n,2222,26,E14,Central,Frontalpole,Fpz,0.18108938,0.18108938,0.055045872
A1i7n,2222,26,E15,Central,Frontalpole,Fpz,0.217726487,0.217726487,0.055045872
A1i7n,2222,26,E16,Central,Frontal,Fz,0.450669264,0.450669264,0.055045872
A1i7n,2222,26,E18,Central,Frontal,Fz,0.534069448,0.534069448,0.055045872
A1i7n,2222,26,E19,Central,Frontal,Fz,,0.22113578,0.055045872
A1i7n,2222,26,E20,Left,Frontal,F3,,0.355480163,0.055045872
A1i7n,2222,26,E21,Central,Frontalpole,Fpz,0.383323165,0.383323165,0.055045872
A1i7n,2222,26,E22,Left,Frontalpole,Fp1,3.72247E-05,3.72247E-05,0.055045872
A1i7n,2222,26,E23,Left,Frontal,F3,0.710875892,0.710875892,0.055045872
A1i7n,2222,26,E24,Left,Frontal,F3,,0.355480163,0.055045872
A1i7n,2222,26,E25,Left,Frontalpole,Fp1,,0.322315937,0.055045872
A1i7n,2222,26,E26,Left,Frontalpole,Fp1,0.702016101,0.702016101,0.055045872
A1i7n,2222,26,E27,Left,Frontal,F3,8.44342E-05,8.44342E-05,0.055045872
A1i7n,2222,26,E28,Left,Frontal,F3,,0.355480163,0.055045872
A1i7n,2222,26,E29,Left,Central,C3,0.586950258,0.586950258,0.055045872
A1i7n,2222,26,E30,Central,Central,Cz,1.327797015,1.327797015,0.055045872
A1i7n,2222,26,E31,Central,Central,Cz,0.765930612,0.765930612,0.055045872
A1i7n,2222,26,E32,Left,Frontalpole,Fp1,0.264894484,0.264894484,0.055045872
A1i7n,2222,26,E33,Left,Frontal,F7,0.46645534,0.46645534,0.055045872
A1i7n,2222,26,E34,Left,Frontal,F7,,0.46645534,0.055045872
A1i7n,2222,26,E35,Left,Central,C3,0.698793138,0.698793138,0.055045872
A1i7n,2222,26,E36,Left,Central,C3,5.28644E-05,5.28644E-05,0.055045872
A1i7n,2222,26,E37,Central,Central,Cz,0.583848149,0.583848149,0.055045872
A1i7n,2222,26,E38,Left,Temporal,TL,0.230126535,0.230126535,0.055045872
A1i7n,2222,26,E39,Left,Temporal,TL,1.656754416,1.656754416,0.055045872
A1i7n,2222,26,E40,Left,Temporal,TL,0.114119532,0.114119532,0.055045872
A1i7n,2222,26,E41,Left,Central,C7,0.186234993,0.186234993,0.055045872
A1i7n,2222,26,E42,Left,Central,C3,0.289624031,0.289624031,0.055045872
A1i7n,2222,26,E44,Left,Temporal,TL,0.437445679,0.437445679,0.055045872
A1i7n,2222,26,E45,Left,Temporal,TL,0.195362642,0.195362642,0.055045872
A1i7n,2222,26,E46,Left,Temporal,TL,0.161377848,0.161377848,0.055045872
A1i7n,2222,26,E47,Left,Central,C7,0.107196899,0.107196899,0.055045872
A1i7n,2222,26,E50,Left,Temporal,TL,0.1965976,0.1965976,0.055045872
A1i7n,2222,26,E51,Left,Parietal,P7,0.142650704,0.142650704,0.055045872
A1i7n,2222,26,E52,Left,Parietal,P3,5.6452E-05,5.6452E-05,0.055045872
A1i7n,2222,26,E53,Left,Parietal,P3,0.49648132,0.49648132,0.055045872
A1i7n,2222,26,E54,Central,Central,Cz,0.1366193,0.1366193,0.055045872
A1i7n,2222,26,E55,Central,Central,Cz,0.243484346,0.243484346,0.055045872
A1i7n,2222,26,E57,Left,Temporal,TL,0.120783786,0.120783786,0.055045872
A1i7n,2222,26,E58,Left,Parietal,P7,0.127030805,0.127030805,0.055045872
A1i7n,2222,26,E59,Left,Parietal,P7,0.081859452,0.081859452,0.055045872
A1i7n,2222,26,E60,Left,Parietal,P3,0.219647966,0.219647966,0.055045872
A1i7n,2222,26,E61,Central,Parietal,Pz,0.165547243,0.165547243,0.055045872
A1i7n,2222,26,E62,Central,Parietal,Pz,0.158445854,0.158445854,0.055045872
A1i7n,2222,26,E64,Left,Parietal,P7,0.147746161,0.147746161,0.055045872
A1i7n,2222,26,E65,Left,Parietal,P7,0.046638687,0.046638687,0.055045872
A1i7n,2222,26,E66,Left,Occipital,O1,0.090842413,0.090842413,0.055045872
A1i7n,2222,26,E67,Central,Parietal,Pz,2.30612E-05,2.30612E-05,0.055045872
A1i7n,2222,26,E69,Left,Occipital,O1,2.7579E-05,2.7579E-05,0.055045872
A1i7n,2222,26,E70,Left,Occipital,O1,2.12681E-05,2.12681E-05,0.055045872
A1i7n,2222,26,E71,Central,Occipital,Oz,0.131985413,0.131985413,0.055045872
A1i7n,2222,26,E72,Central,Parietal,Pz,0.231163803,0.231163803,0.055045872
A1i7n,2222,26,E74,Left,Occipital,O1,0.087290344,0.087290344,0.055045872
A1i7n,2222,26,E75,Central,Occipital,Oz,0.119133102,0.119133102,0.055045872
A1i7n,2222,26,E76,Central,Occipital,Oz,0.213457404,0.213457404,0.055045872
A1i7n,2222,26,E77,Central,Parietal,Pz,0.105014463,0.105014463,0.055045872
A1i7n,2222,26,E78,Central,Parietal,Pz,0.147557146,0.147557146,0.055045872
A1i7n,2222,26,E79,Central,Central,Cz,0.423738763,0.423738763,0.055045872
A1i7n,2222,26,E80,Central,Central,Cz,0.751031373,0.751031373,0.055045872
A1i7n,2222,26,E82,Right,Occipital,O2,0.667062043,0.667062043,0.055045872
A1i7n,2222,26,E83,Right,Occipital,O2,0.477721305,0.477721305,0.055045872
A1i7n,2222,26,E84,Right,Occipital,O3,0.093733943,0.093733943,0.055045872
A1i7n,2222,26,E85,Right,Parietal,P4,0.13126243,0.13126243,0.055045872
A1i7n,2222,26,E86,Right,Parietal,P4,0.304705571,0.304705571,0.055045872
A1i7n,2222,26,E87,Central,Central,Cz,8.09287E-05,8.09287E-05,0.055045872
A1i7n,2222,26,E89,Right,Occipital,O2,0.437326164,0.437326164,0.055045872
A1i7n,2222,26,E90,Right,Parietal,P8,0.128640289,0.128640289,0.055045872
A1i7n,2222,26,E91,Right,Parietal,P8,0.570607605,0.570607605,0.055045872
A1i7n,2222,26,E92,Right,Parietal,P4,0.482497368,0.482497368,0.055045872
A1i7n,2222,26,E93,Right,Central,C4,0.771529939,0.771529939,0.055045872
A1i7n,2222,26,E95,Right,Parietal,P8,3.7228E-05,3.7228E-05,0.055045872
A1i7n,2222,26,E96,Right,Parietal,P8,0.160470498,0.160470498,0.055045872
A1i7n,2222,26,E97,Right,Parietal,P8,0.316506835,0.316506835,0.055045872
A1i7n,2222,26,E98,Right,Central,C8,1.553114119,1.553114119,0.055045872
A1i7n,2222,26,E100,Right,Temporal,TR,0.593110893,0.593110893,0.055045872
A1i7n,2222,26,E101,Right,Temporal,TR,0.09499934,0.09499934,0.055045872
A1i7n,2222,26,E102,Right,Temporal,TR,0.175303009,0.175303009,0.055045872
A1i7n,2222,26,E103,Right,Central,C8,0.240879699,0.240879699,0.055045872
A1i7n,2222,26,E104,Right,Central,C4,0.171971515,0.171971515,0.055045872
A1i7n,2222,26,E105,Central,Central,Cz,0.161114381,0.161114381,0.055045872
A1i7n,2222,26,E106,Central,Central,Cz,0.447564559,0.447564559,0.055045872
A1i7n,2222,26,E108,Right,Temporal,TR,1.071474041,1.071474041,0.055045872
A1i7n,2222,26,E109,Right,Temporal,TR,0.274674739,0.274674739,0.055045872
A1i7n,2222,26,E110,Right,Central,C8,0.038299627,0.038299627,0.055045872
A1i7n,2222,26,E111,Right,Central,C4,0.423464629,0.423464629,0.055045872
A1i7n,2222,26,E112,Central,Central,Cz,0.154829391,0.154829391,0.055045872
A1i7n,2222,26,E114,Right,Temporal,TR,0.053885591,0.053885591,0.055045872
A1i7n,2222,26,E115,Right,Temporal,TR,0.394407314,0.394407314,0.055045872
A1i7n,2222,26,E116,Right,Frontal,F8,0.097853118,0.097853118,0.055045872
A1i7n,2222,26,E117,Right,Frontal,F4,0.091311204,0.091311204,0.055045872
A1i7n,2222,26,E118,Right,Frontal,F4,0.061647924,0.061647924,0.055045872
A1i7n,2222,26,E121,Right,Temporal,TR,0.225831793,0.225831793,0.055045872
A1i7n,2222,26,E122,Right,Frontal,F8,5.07159E-05,5.07159E-05,0.055045872
A1i7n,2222,26,E123,Right,Frontal,F4,0.093317148,0.093317148,0.055045872
