subject,event,event_n,channel,hemis,area,subarea,tauorg,tauimp,pernan
A4j3v,eyes_closed,7,E6,Central,Central,Cz,0.149364662,0.149364662,0
A4j3v,eyes_closed,7,E7,Central,Central,Cz,0.570067457,0.570067457,0
A4j3v,eyes_closed,7,E8,Right,Frontalpole,Fp2,0.240770868,0.240770868,0
A4j3v,eyes_closed,7,E9,Right,Frontalpole,Fp2,6.5818E-05,6.5818E-05,0
A4j3v,eyes_closed,7,E10,Central,Frontal,Fz,0.331994199,0.331994199,0
A4j3v,eyes_closed,7,E11,Central,Frontal,Fz,0.241955563,0.241955563,0
A4j3v,eyes_closed,7,E12,Central,Frontal,Fz,0.325942041,0.325942041,0
A4j3v,eyes_closed,7,E13,Central,Central,Cz,0.588198725,0.588198725,0
A4j3v,eyes_closed,7,E14,Central,Frontalpole,Fpz,2.30967E-05,2.30967E-05,0
A4j3v,eyes_closed,7,E15,Central,Frontalpole,Fpz,5.80596E-05,5.80596E-05,0
A4j3v,eyes_closed,7,E16,Central,Frontal,Fz,0.119897808,0.119897808,0
A4j3v,eyes_closed,7,E18,Central,Frontal,Fz,0.607114112,0.607114112,0
A4j3v,eyes_closed,7,E19,Central,Frontal,Fz,6.86009E-05,6.86009E-05,0
A4j3v,eyes_closed,7,E20,Left,Frontal,F3,0.685172964,0.685172964,0
A4j3v,eyes_closed,7,E21,Central,Frontalpole,Fpz,0.617416076,0.617416076,0
A4j3v,eyes_closed,7,E22,Left,Frontalpole,Fp1,0.630926168,0.630926168,0
A4j3v,eyes_closed,7,E23,Left,Frontal,F3,0.70326488,0.70326488,0
A4j3v,eyes_closed,7,E24,Left,Frontal,F3,0.659699528,0.659699528,0
A4j3v,eyes_closed,7,E25,Left,Frontalpole,Fp1,0.626028431,0.626028431,0
A4j3v,eyes_closed,7,E26,Left,Frontalpole,Fp1,0.697996687,0.697996687,0
A4j3v,eyes_closed,7,E27,Left,Frontal,F3,0.669927454,0.669927454,0
A4j3v,eyes_closed,7,E28,Left,Frontal,F3,0.478791487,0.478791487,0
A4j3v,eyes_closed,7,E29,Left,Central,C3,0.760876201,0.760876201,0
A4j3v,eyes_closed,7,E30,Central,Central,Cz,6.3261E-05,6.3261E-05,0
A4j3v,eyes_closed,7,E31,Central,Central,Cz,0.505632917,0.505632917,0
A4j3v,eyes_closed,7,E32,Left,Frontalpole,Fp1,0.718410996,0.718410996,0
A4j3v,eyes_closed,7,E33,Left,Frontal,F7,0.486419255,0.486419255,0
A4j3v,eyes_closed,7,E34,Left,Frontal,F7,0.472889875,0.472889875,0
A4j3v,eyes_closed,7,E35,Left,Central,C3,0.467710171,0.467710171,0
A4j3v,eyes_closed,7,E36,Left,Central,C3,0.274031178,0.274031178,0
A4j3v,eyes_closed,7,E37,Central,Central,Cz,0.273363117,0.273363117,0
A4j3v,eyes_closed,7,E38,Left,Temporal,TL,0.366339784,0.366339784,0
A4j3v,eyes_closed,7,E39,Left,Temporal,TL,0.412932953,0.412932953,0
A4j3v,eyes_closed,7,E40,Left,Temporal,TL,0.37466374,0.37466374,0
A4j3v,eyes_closed,7,E41,Left,Central,C7,0.211068128,0.211068128,0
A4j3v,eyes_closed,7,E42,Left,Central,C3,0.154581733,0.154581733,0
A4j3v,eyes_closed,7,E44,Left,Temporal,TL,0.478918458,0.478918458,0
A4j3v,eyes_closed,7,E45,Left,Temporal,TL,0.166698556,0.166698556,0
A4j3v,eyes_closed,7,E46,Left,Temporal,TL,0.120911314,0.120911314,0
A4j3v,eyes_closed,7,E47,Left,Central,C7,0.211223855,0.211223855,0
A4j3v,eyes_closed,7,E50,Left,Temporal,TL,0.121471433,0.121471433,0
A4j3v,eyes_closed,7,E51,Left,Parietal,P7,0.120555084,0.120555084,0
A4j3v,eyes_closed,7,E52,Left,Parietal,P3,0.146800448,0.146800448,0
A4j3v,eyes_closed,7,E53,Left,Parietal,P3,0.185357357,0.185357357,0
A4j3v,eyes_closed,7,E54,Central,Central,Cz,0.236281782,0.236281782,0
A4j3v,eyes_closed,7,E55,Central,Central,Cz,0.394725423,0.394725423,0
A4j3v,eyes_closed,7,E57,Left,Temporal,TL,0.132201596,0.132201596,0
A4j3v,eyes_closed,7,E58,Left,Parietal,P7,0.111781206,0.111781206,0
A4j3v,eyes_closed,7,E59,Left,Parietal,P7,0.195348785,0.195348785,0
A4j3v,eyes_closed,7,E60,Left,Parietal,P3,0.235783589,0.235783589,0
A4j3v,eyes_closed,7,E61,Central,Parietal,Pz,0.183989364,0.183989364,0
A4j3v,eyes_closed,7,E62,Central,Parietal,Pz,0.357731948,0.357731948,0
A4j3v,eyes_closed,7,E64,Left,Parietal,P7,0.145169759,0.145169759,0
A4j3v,eyes_closed,7,E65,Left,Parietal,P7,0.217721973,0.217721973,0
A4j3v,eyes_closed,7,E66,Left,Occipital,O1,0.14137022,0.14137022,0
A4j3v,eyes_closed,7,E67,Central,Parietal,Pz,0.101476788,0.101476788,0
A4j3v,eyes_closed,7,E69,Left,Occipital,O1,0.128760386,0.128760386,0
A4j3v,eyes_closed,7,E70,Left,Occipital,O1,0.225516147,0.225516147,0
A4j3v,eyes_closed,7,E71,Central,Occipital,Oz,0.308371327,0.308371327,0
A4j3v,eyes_closed,7,E72,Central,Parietal,Pz,0.201258047,0.201258047,0
A4j3v,eyes_closed,7,E74,Left,Occipital,O1,0.168742007,0.168742007,0
A4j3v,eyes_closed,7,E75,Central,Occipital,Oz,0.456233343,0.456233343,0
A4j3v,eyes_closed,7,E76,Central,Occipital,Oz,0.32373173,0.32373173,0
A4j3v,eyes_closed,7,E77,Central,Parietal,Pz,0.187824954,0.187824954,0
A4j3v,eyes_closed,7,E78,Central,Parietal,Pz,1.81696E-05,1.81696E-05,0
A4j3v,eyes_closed,7,E79,Central,Central,Cz,0.108399419,0.108399419,0
A4j3v,eyes_closed,7,E80,Central,Central,Cz,0.10840891,0.10840891,0
A4j3v,eyes_closed,7,E82,Right,Occipital,O2,0.173104217,0.173104217,0
A4j3v,eyes_closed,7,E83,Right,Occipital,O2,0.389875262,0.389875262,0
A4j3v,eyes_closed,7,E84,Right,Occipital,O3,0.441272395,0.441272395,0
A4j3v,eyes_closed,7,E85,Right,Parietal,P4,0.667722669,0.667722669,0
A4j3v,eyes_closed,7,E86,Right,Parietal,P4,0.134730614,0.134730614,0
A4j3v,eyes_closed,7,E87,Central,Central,Cz,0.163571028,0.163571028,0
A4j3v,eyes_closed,7,E89,Right,Occipital,O2,0.431501831,0.431501831,0
A4j3v,eyes_closed,7,E90,Right,Parietal,P8,0.65181218,0.65181218,0
A4j3v,eyes_closed,7,E91,Right,Parietal,P8,0.783980578,0.783980578,0
A4j3v,eyes_closed,7,E92,Right,Parietal,P4,0.373566543,0.373566543,0
A4j3v,eyes_closed,7,E93,Right,Central,C4,0.281679864,0.281679864,0
A4j3v,eyes_closed,7,E95,Right,Parietal,P8,0.48178322,0.48178322,0
A4j3v,eyes_closed,7,E96,Right,Parietal,P8,1.658309093,1.658309093,0
A4j3v,eyes_closed,7,E97,Right,Parietal,P8,1.065097525,1.065097525,0
A4j3v,eyes_closed,7,E98,Right,Central,C8,4.5129E-05,4.5129E-05,0
A4j3v,eyes_closed,7,E100,Right,Temporal,TR,0.81821211,0.81821211,0
A4j3v,eyes_closed,7,E101,Right,Temporal,TR,0.696461121,0.696461121,0
A4j3v,eyes_closed,7,E102,Right,Temporal,TR,0.672946773,0.672946773,0
A4j3v,eyes_closed,7,E103,Right,Central,C8,0.446981179,0.446981179,0
A4j3v,eyes_closed,7,E104,Right,Central,C4,0.316680021,0.316680021,0
A4j3v,eyes_closed,7,E105,Central,Central,Cz,0.294385878,0.294385878,0
A4j3v,eyes_closed,7,E106,Central,Central,Cz,0.281257353,0.281257353,0
A4j3v,eyes_closed,7,E108,Right,Temporal,TR,0.211051914,0.211051914,0
A4j3v,eyes_closed,7,E109,Right,Temporal,TR,0.407356628,0.407356628,0
A4j3v,eyes_closed,7,E110,Right,Central,C8,0.337531163,0.337531163,0
A4j3v,eyes_closed,7,E111,Right,Central,C4,0.251184844,0.251184844,0
A4j3v,eyes_closed,7,E112,Central,Central,Cz,0.242351248,0.242351248,0
A4j3v,eyes_closed,7,E114,Right,Temporal,TR,0.173032657,0.173032657,0
A4j3v,eyes_closed,7,E115,Right,Temporal,TR,0.418262693,0.418262693,0
A4j3v,eyes_closed,7,E116,Right,Frontal,F8,0.340991645,0.340991645,0
A4j3v,eyes_closed,7,E117,Right,Frontal,F4,0.357520905,0.357520905,0
A4j3v,eyes_closed,7,E118,Right,Frontal,F4,0.500587655,0.500587655,0
A4j3v,eyes_closed,7,E121,Right,Temporal,TR,0.326821557,0.326821557,0
A4j3v,eyes_closed,7,E122,Right,Frontal,F8,0.372631225,0.372631225,0
A4j3v,eyes_closed,7,E123,Right,Frontal,F4,0.385000058,0.385000058,0
A4j3v,eyes_closed,7,E124,Right,Frontal,F4,0.418906357,0.418906357,0
A4j3v,eyes_closed,7,Cz,Central,Central,Cz,0.518137852,0.518137852,0
A4j3v,eyes_closed,8,E1,Right,Frontalpole,Fp2,0.274797184,0.274797184,0.027522936
A4j3v,eyes_closed,8,E2,Right,Frontalpole,Fp2,0.317981939,0.317981939,0.027522936
A4j3v,eyes_closed,8,E3,Right,Frontal,F4,0.375922909,0.375922909,0.027522936
A4j3v,eyes_closed,8,E4,Central,Frontal,Fz,0.495024281,0.495024281,0.027522936
A4j3v,eyes_closed,8,E5,Central,Frontal,Fz,0.576977387,0.576977387,0.027522936
A4j3v,eyes_closed,8,E6,Central,Central,Cz,0.328367091,0.328367091,0.027522936
A4j3v,eyes_closed,8,E7,Central,Central,Cz,0.199230532,0.199230532,0.027522936
A4j3v,eyes_closed,8,E8,Right,Frontalpole,Fp2,6.06885E-05,6.06885E-05,0.027522936
A4j3v,eyes_closed,8,E9,Right,Frontalpole,Fp2,0.523004336,0.523004336,0.027522936
A4j3v,eyes_closed,8,E10,Central,Frontal,Fz,0.192556828,0.192556828,0.027522936
A4j3v,eyes_closed,8,E11,Central,Frontal,Fz,0.810075651,0.810075651,0.027522936
A4j3v,eyes_closed,8,E12,Central,Frontal,Fz,0.365321287,0.365321287,0.027522936
A4j3v,eyes_closed,8,E13,Central,Central,Cz,0.150272233,0.150272233,0.027522936
A4j3v,eyes_closed,8,E14,Central,Frontalpole,Fpz,0.475811718,0.475811718,0.027522936
A4j3v,eyes_closed,8,E15,Central,Frontalpole,Fpz,0.268958052,0.268958052,0.027522936
A4j3v,eyes_closed,8,E16,Central,Frontal,Fz,0.143663683,0.143663683,0.027522936
A4j3v,eyes_closed,8,E18,Central,Frontal,Fz,0.199933256,0.199933256,0.027522936
A4j3v,eyes_closed,8,E19,Central,Frontal,Fz,0.216898262,0.216898262,0.027522936
A4j3v,eyes_closed,8,E20,Left,Frontal,F3,0.18536564,0.18536564,0.027522936
A4j3v,eyes_closed,8,E21,Central,Frontalpole,Fpz,0.425255196,0.425255196,0.027522936
A4j3v,eyes_closed,8,E22,Left,Frontalpole,Fp1,0.14230166,0.14230166,0.027522936
A4j3v,eyes_closed,8,E23,Left,Frontal,F3,0.120012181,0.120012181,0.027522936
A4j3v,eyes_closed,8,E24,Left,Frontal,F3,0.201938568,0.201938568,0.027522936
A4j3v,eyes_closed,8,E25,Left,Frontalpole,Fp1,6.87726E-05,6.87726E-05,0.027522936
A4j3v,eyes_closed,8,E26,Left,Frontalpole,Fp1,0.136517846,0.136517846,0.027522936
A4j3v,eyes_closed,8,E27,Left,Frontal,F3,0.152748418,0.152748418,0.027522936
A4j3v,eyes_closed,8,E28,Left,Frontal,F3,0.156804762,0.156804762,0.027522936
A4j3v,eyes_closed,8,E29,Left,Central,C3,0.173423212,0.173423212,0.027522936
A4j3v,eyes_closed,8,E30,Central,Central,Cz,0.226471188,0.226471188,0.027522936
A4j3v,eyes_closed,8,E31,Central,Central,Cz,0.221940886,0.221940886,0.027522936
A4j3v,eyes_closed,8,E32,Left,Frontalpole,Fp1,0.241462756,0.241462756,0.027522936
A4j3v,eyes_closed,8,E33,Left,Frontal,F7,0.153724058,0.153724058,0.027522936
A4j3v,eyes_closed,8,E34,Left,Frontal,F7,0.205885962,0.205885962,0.027522936
A4j3v,eyes_closed,8,E35,Left,Central,C3,0.163960715,0.163960715,0.027522936
A4j3v,eyes_closed,8,E36,Left,Central,C3,0.280998862,0.280998862,0.027522936
A4j3v,eyes_closed,8,E37,Central,Central,Cz,0.457950037,0.457950037,0.027522936
A4j3v,eyes_closed,8,E38,Left,Temporal,TL,0.414542139,0.414542139,0.027522936
A4j3v,eyes_closed,8,E39,Left,Temporal,TL,0.179438146,0.179438146,0.027522936
A4j3v,eyes_closed,8,E40,Left,Temporal,TL,0.224301902,0.224301902,0.027522936
A4j3v,eyes_closed,8,E41,Left,Central,C7,0.250756367,0.250756367,0.027522936
A4j3v,eyes_closed,8,E42,Left,Central,C3,0.216213829,0.216213829,0.027522936
A4j3v,eyes_closed,8,E44,Left,Temporal,TL,0.195844112,0.195844112,0.027522936
A4j3v,eyes_closed,8,E45,Left,Temporal,TL,0.214456089,0.214456089,0.027522936
A4j3v,eyes_closed,8,E46,Left,Temporal,TL,0.243330383,0.243330383,0.027522936
A4j3v,eyes_closed,8,E47,Left,Central,C7,0.372804431,0.372804431,0.027522936
A4j3v,eyes_closed,8,E50,Left,Temporal,TL,0.312103337,0.312103337,0.027522936
A4j3v,eyes_closed,8,E51,Left,Parietal,P7,0.435678749,0.435678749,0.027522936
A4j3v,eyes_closed,8,E52,Left,Parietal,P3,0.532083768,0.532083768,0.027522936
A4j3v,eyes_closed,8,E53,Left,Parietal,P3,1.035774656,1.035774656,0.027522936
A4j3v,eyes_closed,8,E54,Central,Central,Cz,0.846039166,0.846039166,0.027522936
A4j3v,eyes_closed,8,E55,Central,Central,Cz,3.70501E-05,3.70501E-05,0.027522936
A4j3v,eyes_closed,8,E57,Left,Temporal,TL,0.199359135,0.199359135,0.027522936
A4j3v,eyes_closed,8,E58,Left,Parietal,P7,0.360456533,0.360456533,0.027522936
A4j3v,eyes_closed,8,E59,Left,Parietal,P7,0.44484107,0.44484107,0.027522936
A4j3v,eyes_closed,8,E60,Left,Parietal,P3,0.303831241,0.303831241,0.027522936
A4j3v,eyes_closed,8,E61,Central,Parietal,Pz,,0.164011064,0.027522936
A4j3v,eyes_closed,8,E62,Central,Parietal,Pz,0.230613691,0.230613691,0.027522936
A4j3v,eyes_closed,8,E64,Left,Parietal,P7,0.276808619,0.276808619,0.027522936
A4j3v,eyes_closed,8,E65,Left,Parietal,P7,0.114361057,0.114361057,0.027522936
A4j3v,eyes_closed,8,E66,Left,Occipital,O1,2.21143E-05,2.21143E-05,0.027522936
A4j3v,eyes_closed,8,E67,Central,Parietal,Pz,0.121433323,0.121433323,0.027522936
A4j3v,eyes_closed,8,E69,Left,Occipital,O1,0.309217383,0.309217383,0.027522936
A4j3v,eyes_closed,8,E70,Left,Occipital,O1,0.180104991,0.180104991,0.027522936
A4j3v,eyes_closed,8,E71,Central,Occipital,Oz,0.198745598,0.198745598,0.027522936
A4j3v,eyes_closed,8,E72,Central,Parietal,Pz,0.19974592,0.19974592,0.027522936
A4j3v,eyes_closed,8,E74,Left,Occipital,O1,0.084217652,0.084217652,0.027522936
A4j3v,eyes_closed,8,E75,Central,Occipital,Oz,0.269128909,0.269128909,0.027522936
A4j3v,eyes_closed,8,E76,Central,Occipital,Oz,0.172529818,0.172529818,0.027522936
A4j3v,eyes_closed,8,E77,Central,Parietal,Pz,0.135859049,0.135859049,0.027522936
A4j3v,eyes_closed,8,E78,Central,Parietal,Pz,0.132403339,0.132403339,0.027522936
A4j3v,eyes_closed,8,E79,Central,Central,Cz,0.400289709,0.400289709,0.027522936
A4j3v,eyes_closed,8,E80,Central,Central,Cz,0.534408907,0.534408907,0.027522936
A4j3v,eyes_closed,8,E82,Right,Occipital,O2,0.120032033,0.120032033,0.027522936
A4j3v,eyes_closed,8,E83,Right,Occipital,O2,5.16348E-05,5.16348E-05,0.027522936
A4j3v,eyes_closed,8,E84,Right,Occipital,O3,0.237002829,0.237002829,0.027522936
A4j3v,eyes_closed,8,E85,Right,Parietal,P4,0.101379493,0.101379493,0.027522936
A4j3v,eyes_closed,8,E86,Right,Parietal,P4,2.51724E-05,2.51724E-05,0.027522936
A4j3v,eyes_closed,8,E87,Central,Central,Cz,0.299703989,0.299703989,0.027522936
A4j3v,eyes_closed,8,E89,Right,Occipital,O2,8.47841E-05,8.47841E-05,0.027522936
A4j3v,eyes_closed,8,E90,Right,Parietal,P8,0.141820842,0.141820842,0.027522936
A4j3v,eyes_closed,8,E91,Right,Parietal,P8,0.158098047,0.158098047,0.027522936
A4j3v,eyes_closed,8,E92,Right,Parietal,P4,0.187019873,0.187019873,0.027522936
A4j3v,eyes_closed,8,E93,Right,Central,C4,0.246315808,0.246315808,0.027522936
A4j3v,eyes_closed,8,E95,Right,Parietal,P8,0.170324091,0.170324091,0.027522936
A4j3v,eyes_closed,8,E96,Right,Parietal,P8,0.137048159,0.137048159,0.027522936
A4j3v,eyes_closed,8,E97,Right,Parietal,P8,0.174578491,0.174578491,0.027522936
A4j3v,eyes_closed,8,E98,Right,Central,C8,0.42382702,0.42382702,0.027522936
A4j3v,eyes_closed,8,E100,Right,Temporal,TR,0.191274322,0.191274322,0.027522936
A4j3v,eyes_closed,8,E101,Right,Temporal,TR,0.232216854,0.232216854,0.027522936
A4j3v,eyes_closed,8,E102,Right,Temporal,TR,0.493000162,0.493000162,0.027522936
A4j3v,eyes_closed,8,E103,Right,Central,C8,0.370029204,0.370029204,0.027522936
A4j3v,eyes_closed,8,E104,Right,Central,C4,0.259199615,0.259199615,0.027522936
A4j3v,eyes_closed,8,E105,Central,Central,Cz,0.264460324,0.264460324,0.027522936
A4j3v,eyes_closed,8,E106,Central,Central,Cz,0.151360335,0.151360335,0.027522936
A4j3v,eyes_closed,8,E108,Right,Temporal,TR,,0.37865716,0.027522936
A4j3v,eyes_closed,8,E109,Right,Temporal,TR,0.690648324,0.690648324,0.027522936
A4j3v,eyes_closed,8,E110,Right,Central,C8,0.504690694,0.504690694,0.027522936
A4j3v,eyes_closed,8,E111,Right,Central,C4,0.229879366,0.229879366,0.027522936
A4j3v,eyes_closed,8,E112,Central,Central,Cz,0.170291418,0.170291418,0.027522936
A4j3v,eyes_closed,8,E114,Right,Temporal,TR,,0.37865716,0.027522936
A4j3v,eyes_closed,8,E115,Right,Temporal,TR,0.383029717,0.383029717,0.027522936
A4j3v,eyes_closed,8,E116,Right,Frontal,F8,0.234625113,0.234625113,0.027522936
A4j3v,eyes_closed,8,E117,Right,Frontal,F4,0.233218694,0.233218694,0.027522936
A4j3v,eyes_closed,8,E118,Right,Frontal,F4,0.281812261,0.281812261,0.027522936
A4j3v,eyes_closed,8,E121,Right,Temporal,TR,0.281773583,0.281773583,0.027522936
A4j3v,eyes_closed,8,E122,Right,Frontal,F8,0.266113794,0.266113794,0.027522936
A4j3v,eyes_closed,8,E123,Right,Frontal,F4,0.27680724,0.27680724,0.027522936
A4j3v,eyes_closed,8,E124,Right,Frontal,F4,0.252933352,0.252933352,0.027522936
A4j3v,eyes_closed,8,Cz,Central,Central,Cz,0.237327428,0.237327428,0.027522936
A4j3v,eyes_open,9,E1,Right,Frontalpole,Fp2,0.42632618,0.42632618,0.018348624
A4j3v,eyes_open,9,E2,Right,Frontalpole,Fp2,0.474366144,0.474366144,0.018348624
A4j3v,eyes_open,9,E3,Right,Frontal,F4,5.39315E-05,5.39315E-05,0.018348624
A4j3v,eyes_open,9,E4,Central,Frontal,Fz,8.71313E-05,8.71313E-05,0.018348624
A4j3v,eyes_open,9,E5,Central,Frontal,Fz,0.57565676,0.57565676,0.018348624
A4j3v,eyes_open,9,E6,Central,Central,Cz,0.52510018,0.52510018,0.018348624
A4j3v,eyes_open,9,E7,Central,Central,Cz,,0.388227222,0.018348624
A4j3v,eyes_open,9,E8,Right,Frontalpole,Fp2,0.55515173,0.55515173,0.018348624
A4j3v,eyes_open,9,E9,Right,Frontalpole,Fp2,0.504496483,0.504496483,0.018348624
A4j3v,eyes_open,9,E10,Central,Frontal,Fz,0.504421421,0.504421421,0.018348624
A4j3v,eyes_open,9,E11,Central,Frontal,Fz,0.375006581,0.375006581,0.018348624
A4j3v,eyes_open,9,E12,Central,Frontal,Fz,0.196173593,0.196173593,0.018348624
A4j3v,eyes_open,9,E13,Central,Central,Cz,0.377671302,0.377671302,0.018348624
A4j3v,eyes_open,9,E14,Central,Frontalpole,Fpz,0.536734543,0.536734543,0.018348624
A4j3v,eyes_open,9,E15,Central,Frontalpole,Fpz,0.408388142,0.408388142,0.018348624
A4j3v,eyes_open,9,E16,Central,Frontal,Fz,0.758314495,0.758314495,0.018348624
A4j3v,eyes_open,9,E18,Central,Frontal,Fz,0.147348195,0.147348195,0.018348624
A4j3v,eyes_open,9,E19,Central,Frontal,Fz,0.103833736,0.103833736,0.018348624
A4j3v,eyes_open,9,E20,Left,Frontal,F3,0.055177447,0.055177447,0.018348624
A4j3v,eyes_open,9,E21,Central,Frontalpole,Fpz,0.125995175,0.125995175,0.018348624
A4j3v,eyes_open,9,E22,Left,Frontalpole,Fp1,0.124823468,0.124823468,0.018348624
A4j3v,eyes_open,9,E23,Left,Frontal,F3,0.142950552,0.142950552,0.018348624
A4j3v,eyes_open,9,E24,Left,Frontal,F3,0.081416623,0.081416623,0.018348624
A4j3v,eyes_open,9,E25,Left,Frontalpole,Fp1,0.108976859,0.108976859,0.018348624
A4j3v,eyes_open,9,E26,Left,Frontalpole,Fp1,0.090609419,0.090609419,0.018348624
A4j3v,eyes_open,9,E27,Left,Frontal,F3,0.127798263,0.127798263,0.018348624
A4j3v,eyes_open,9,E28,Left,Frontal,F3,0.427208485,0.427208485,0.018348624
A4j3v,eyes_open,9,E29,Left,Central,C3,0.400556648,0.400556648,0.018348624
A4j3v,eyes_open,9,E30,Central,Central,Cz,5.31306E-05,5.31306E-05,0.018348624
A4j3v,eyes_open,9,E31,Central,Central,Cz,1.248368036,1.248368036,0.018348624
A4j3v,eyes_open,9,E32,Left,Frontalpole,Fp1,1.384869301,1.384869301,0.018348624
A4j3v,eyes_open,9,E33,Left,Frontal,F7,0.303105229,0.303105229,0.018348624
A4j3v,eyes_open,9,E34,Left,Frontal,F7,0.233387475,0.233387475,0.018348624
A4j3v,eyes_open,9,E35,Left,Central,C3,0.63373773,0.63373773,0.018348624
A4j3v,eyes_open,9,E36,Left,Central,C3,0.616286052,0.616286052,0.018348624
A4j3v,eyes_open,9,E37,Central,Central,Cz,0.643736067,0.643736067,0.018348624
A4j3v,eyes_open,9,E38,Left,Temporal,TL,0.197191679,0.197191679,0.018348624
A4j3v,eyes_open,9,E39,Left,Temporal,TL,0.698592178,0.698592178,0.018348624
A4j3v,eyes_open,9,E40,Left,Temporal,TL,6.38859E-05,6.38859E-05,0.018348624
A4j3v,eyes_open,9,E41,Left,Central,C7,0.525231305,0.525231305,0.018348624
A4j3v,eyes_open,9,E42,Left,Central,C3,5.72549E-05,5.72549E-05,0.018348624
A4j3v,eyes_open,9,E44,Left,Temporal,TL,3.4055E-05,3.4055E-05,0.018348624
A4j3v,eyes_open,9,E45,Left,Temporal,TL,0.364903733,0.364903733,0.018348624
A4j3v,eyes_open,9,E46,Left,Temporal,TL,0.319843738,0.319843738,0.018348624
A4j3v,eyes_open,9,E47,Left,Central,C7,0.284688092,0.284688092,0.018348624
A4j3v,eyes_open,9,E50,Left,Temporal,TL,0.261586928,0.261586928,0.018348624
A4j3v,eyes_open,9,E51,Left,Parietal,P7,0.458364889,0.458364889,0.018348624
A4j3v,eyes_open,9,E52,Left,Parietal,P3,7.08533E-05,7.08533E-05,0.018348624
A4j3v,eyes_open,9,E53,Left,Parietal,P3,0.381705047,0.381705047,0.018348624
A4j3v,eyes_open,9,E54,Central,Central,Cz,3.96363E-05,3.96363E-05,0.018348624
A4j3v,eyes_open,9,E55,Central,Central,Cz,,0.388227222,0.018348624
A4j3v,eyes_open,9,E57,Left,Temporal,TL,0.301565441,0.301565441,0.018348624
A4j3v,eyes_open,9,E58,Left,Parietal,P7,0.260490803,0.260490803,0.018348624
A4j3v,eyes_open,9,E59,Left,Parietal,P7,0.292295466,0.292295466,0.018348624
A4j3v,eyes_open,9,E60,Left,Parietal,P3,0.230516714,0.230516714,0.018348624
A4j3v,eyes_open,9,E61,Central,Parietal,Pz,0.611190234,0.611190234,0.018348624
A4j3v,eyes_open,9,E62,Central,Parietal,Pz,0.204814722,0.204814722,0.018348624
A4j3v,eyes_open,9,E64,Left,Parietal,P7,0.224470055,0.224470055,0.018348624
A4j3v,eyes_open,9,E65,Left,Parietal,P7,0.203351628,0.203351628,0.018348624
A4j3v,eyes_open,9,E66,Left,Occipital,O1,0.168408024,0.168408024,0.018348624
A4j3v,eyes_open,9,E67,Central,Parietal,Pz,0.217504061,0.217504061,0.018348624
A4j3v,eyes_open,9,E69,Left,Occipital,O1,0.3161191,0.3161191,0.018348624
A4j3v,eyes_open,9,E70,Left,Occipital,O1,0.244520703,0.244520703,0.018348624
A4j3v,eyes_open,9,E71,Central,Occipital,Oz,0.210770626,0.210770626,0.018348624
A4j3v,eyes_open,9,E72,Central,Parietal,Pz,0.168235359,0.168235359,0.018348624
A4j3v,eyes_open,9,E74,Left,Occipital,O1,0.12400261,0.12400261,0.018348624
A4j3v,eyes_open,9,E75,Central,Occipital,Oz,0.277672377,0.277672377,0.018348624
A4j3v,eyes_open,9,E76,Central,Occipital,Oz,0.260366182,0.260366182,0.018348624
A4j3v,eyes_open,9,E77,Central,Parietal,Pz,0.115946887,0.115946887,0.018348624
A4j3v,eyes_open,9,E78,Central,Parietal,Pz,0.444676627,0.444676627,0.018348624
A4j3v,eyes_open,9,E79,Central,Central,Cz,4.25765E-05,4.25765E-05,0.018348624
A4j3v,eyes_open,9,E80,Central,Central,Cz,0.783076619,0.783076619,0.018348624
A4j3v,eyes_open,9,E82,Right,Occipital,O2,0.150162329,0.150162329,0.018348624
A4j3v,eyes_open,9,E83,Right,Occipital,O2,7.28657E-05,7.28657E-05,0.018348624
A4j3v,eyes_open,9,E84,Right,Occipital,O3,0.157883285,0.157883285,0.018348624
A4j3v,eyes_open,9,E85,Right,Parietal,P4,0.185905348,0.185905348,0.018348624
A4j3v,eyes_open,9,E86,Right,Parietal,P4,1.458705756,1.458705756,0.018348624
A4j3v,eyes_open,9,E87,Central,Central,Cz,0.127556912,0.127556912,0.018348624
A4j3v,eyes_open,9,E89,Right,Occipital,O2,0.311366448,0.311366448,0.018348624
A4j3v,eyes_open,9,E90,Right,Parietal,P8,0.196688695,0.196688695,0.018348624
A4j3v,eyes_open,9,E91,Right,Parietal,P8,0.120066229,0.120066229,0.018348624
A4j3v,eyes_open,9,E92,Right,Parietal,P4,0.375690723,0.375690723,0.018348624
A4j3v,eyes_open,9,E93,Right,Central,C4,0.174701279,0.174701279,0.018348624
A4j3v,eyes_open,9,E95,Right,Parietal,P8,0.671145792,0.671145792,0.018348624
A4j3v,eyes_open,9,E96,Right,Parietal,P8,0.207164493,0.207164493,0.018348624
A4j3v,eyes_open,9,E97,Right,Parietal,P8,0.231705816,0.231705816,0.018348624
A4j3v,eyes_open,9,E98,Right,Central,C8,0.061106951,0.061106951,0.018348624
A4j3v,eyes_open,9,E100,Right,Temporal,TR,0.22767089,0.22767089,0.018348624
A4j3v,eyes_open,9,E101,Right,Temporal,TR,0.423133759,0.423133759,0.018348624
A4j3v,eyes_open,9,E102,Right,Temporal,TR,0.448420089,0.448420089,0.018348624
A4j3v,eyes_open,9,E103,Right,Central,C8,0.517211513,0.517211513,0.018348624
A4j3v,eyes_open,9,E104,Right,Central,C4,0.077732175,0.077732175,0.018348624
